task,team,user,is_user_with_correct_submission,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals
vbs23-kis-t6,CVHunter,0,1,1673264267117,103743,141909.0,1.0,1.0,1.0,TEXT,JointEmbedding,Temporal CLIP:  balcony with laundry hanging > train passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264277033,113659,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,1,0,1673264278675,115301,141909.0,1433.0,1433.0,1433.0,TEXT,JointEmbedding,Temporal CLIP: balcony with laundry on a rope > train passing,
vbs23-kis-t6,CVHunter,0,1,1673264280709,117335,141909.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP:  batrain passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264281746,118372,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,10200:3165,
vbs23-kis-t6,CVHunter,0,1,1673264282079,118705,141909.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP:  batrain passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264286154,122780,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,10200:3165,
vbs23-kis-t6,CVHunter,1,0,1673264287095,123721,141909.0,inf,inf,inf,BROWSING,VideoDetailOpen,10200:3165,
vbs23-kis-t6,CVHunter,0,1,1673264288617,125243,141909.0,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: train passing behind two tombstones,
vbs23-kis-t6,CVHunter,0,1,1673264290182,126808,141909.0,7.0,7.0,7.0,TEXT,JointEmbedding,CLIP: train passing behind two tombstones,
vbs23-kis-t6,CVHunter,1,0,1673264290246,126872,141909.0,inf,inf,inf,BROWSING,VideoDetailClose,10200:3165,1673264278675
vbs23-kis-t6,CVHunter,0,1,1673264295166,131792,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,3882:1262,
vbs23-kis-t6,CVHunter,0,1,1673264298240,134866,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,3882:1262,
vbs23-kis-t6,CVHunter,0,1,1673264300287,136913,141909.0,inf,inf,inf,BROWSING,DetailWindowOpen,12223:775,
vbs23-kis-t6,CVHunter,0,1,1673264305003,141629,141909.0,inf,inf,inf,BROWSING,DetailWindowClose,12223:775,
vbs23-kis-t6,CVHunter,0,1,1673264305097,141723,141909.0,inf,inf,inf,SUBMIT,,?item=12222&frame=656&session=node01f46iddshud8duses24frm8g927,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v2,CVHunter,1,0,1673276009869,13721,,inf,inf,inf,TEXT,JointEmbedding,CLIP: woman with hairspray,
vbs23-kis-v2,CVHunter,1,0,1673276011101,14953,,inf,inf,inf,TEXT,JointEmbedding,CLIP: woman with hairspray,
vbs23-kis-v2,CVHunter,0,0,1673276015967,19819,,1938.0,6444.0,6444.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair,
vbs23-kis-v2,CVHunter,0,0,1673276017423,21275,,1938.0,6444.0,6444.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair,
vbs23-kis-v2,CVHunter,1,0,1673276024318,28170,,2621.0,inf,2621.0,IMAGE,feedbackModel,Bayes CLIP 13051:3619_12392:6975_13144:3522_7743:997_6604:5312_5431:2288_6671:5050_6604:3357_10327:2542_10077:10707_| group:1|5551:3306_5450:1656_,
vbs23-kis-v2,CVHunter,0,0,1673276035871,39723,,1217.0,1775.0,1217.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276037428,41280,,1217.0,1775.0,1217.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,1,0,1673276040467,44319,,inf,inf,inf,TEXT,JointEmbedding,"CLIP: woman with hairspray inside, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276041781,45633,,inf,inf,inf,TEXT,JointEmbedding,"CLIP: woman with hairspray inside, stylist",
vbs23-kis-v2,CVHunter,0,0,1673276051737,55589,,431.0,431.0,431.0,IMAGE,feedbackModel,Bayes CLIP 13051:4019_10349:6683_14756:22294_9446:5825_14756:28088_13187:19143_14756:12819_14756:25075_15517:238_14756:34381_| group:1|8104:9620_10713:1753_,
vbs23-kis-v2,CVHunter,1,0,1673276053831,57683,,2634.0,inf,2634.0,IMAGE,feedbackModel,Bayes CLIP 15293:2026_15293:1121_11470:3829_17101:1688_15293:1253_12392:17825_15293:2727_12392:9331_5412:264_9561:1712_| group:1|1846:1044_13414:1558_6670:4675_,
vbs23-kis-v2,CVHunter,1,0,1673276062744,66596,,2848.0,inf,inf,IMAGE,JointEmbedding,5239:1776 : rows=True,
vbs23-kis-v2,CVHunter,1,0,1673276067570,71422,,inf,inf,inf,BROWSING,SimilarityDetailClose,5239:1776,1673276053831
vbs23-kis-v2,CVHunter,0,0,1673276075759,79611,,580.0,605.0,580.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long wavy brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276077281,81133,,580.0,605.0,580.0,TEXT,JointEmbedding,CLIP: closeup on a woman with long wavy brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,1,0,1673276081465,85317,,7757.0,inf,7757.0,TEXT,JointEmbedding,"CLIP: blond woman with hairspray inside, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276082959,86811,,7757.0,inf,7757.0,TEXT,JointEmbedding,"CLIP: blond woman with hairspray inside, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276087245,91097,,2333.0,inf,2333.0,TEXT,JointEmbedding,"CLIP: blond woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276088535,92387,,2333.0,inf,2333.0,TEXT,JointEmbedding,"CLIP: blond woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,0,0,1673276092055,95907,,152.0,152.0,152.0,TEXT,JointEmbedding,CLIP: closeup on a beautiful woman with long wavy brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276093561,97413,,152.0,152.0,152.0,TEXT,JointEmbedding,CLIP: closeup on a beautiful woman with long wavy brown hair in white sweater and a lamp on the back,
vbs23-kis-v2,CVHunter,1,0,1673276104405,108257,,1767.0,inf,1767.0,TEXT,JointEmbedding,"CLIP: brunet woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276105856,109708,,1767.0,inf,1767.0,TEXT,JointEmbedding,"CLIP: brunet woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276133690,137542,,2707.0,inf,2707.0,IMAGE,feedbackModel,Bayes CLIP 4690:906_11470:3829_1405:1881_9958:11051_6670:4675_7127:619_9064:22406_7298:1231_2335:1035_8395:1933_| group:1|13414:1564_13414:2080_11500:665_,
vbs23-kis-v2,CVHunter,0,0,1673276133802,137654,,1822.0,5842.0,1822.0,TEXT,JointEmbedding,CLIP: woman with long brown hair applying hairspray,
vbs23-kis-v2,CVHunter,0,0,1673276135375,139227,,1822.0,5842.0,1822.0,TEXT,JointEmbedding,CLIP: woman with long brown hair applying hairspray,
vbs23-kis-v2,CVHunter,1,0,1673276143105,146957,,1656.0,inf,inf,IMAGE,JointEmbedding,11500:665 : rows=True,
vbs23-kis-v2,CVHunter,1,0,1673276159492,163344,,inf,inf,inf,BROWSING,SimilarityDetailClose,11500:665,1673276133690
vbs23-kis-v2,CVHunter,0,0,1673276170030,173882,,1326.0,9147.0,1326.0,TEXT,JointEmbedding,CLIP: woman with long brown hair and white sweater applying hairspray,
vbs23-kis-v2,CVHunter,0,0,1673276172019,175871,,1326.0,9147.0,1326.0,TEXT,JointEmbedding,CLIP: woman with long brown hair and white sweater applying hairspray,
vbs23-kis-v2,CVHunter,0,0,1673276184881,188733,,1479.0,7058.0,1479.0,IMAGE,feedbackModel,Bayes CLIP 13051:4019_14325:8056_10713:3551_10713:5350_6934:62131_13051:4038_4163:26025_12392:17500_12392:13962_9446:5825_| group:1|8191:2206_15983:90_,
vbs23-kis-v2,CVHunter,0,0,1673276211855,215707,,inf,inf,inf,BROWSING,VideoDetailOpen,13373:6550,
vbs23-kis-v2,CVHunter,1,0,1673276212489,216341,,5764.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,1,0,1673276214008,217860,,5764.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, stylist",
vbs23-kis-v2,CVHunter,0,0,1673276220655,224507,,inf,inf,inf,BROWSING,VideoDetailClose,13373:6550,1673276184881.0
vbs23-kis-v2,CVHunter,1,0,1673276227451,231303,,5047.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, styling",
vbs23-kis-v2,CVHunter,1,0,1673276228816,232668,,5047.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, styling",
vbs23-kis-v2,CVHunter,0,0,1673276234453,238305,,2706.0,inf,2706.0,TEXT,JointEmbedding,CLIP: woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276236007,239859,,2706.0,inf,2706.0,TEXT,JointEmbedding,CLIP: woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,1,0,1673276237671,241523,,7514.0,inf,inf,IMAGE,JointEmbedding,15983:90 : rows=True,
vbs23-kis-v2,CVHunter,0,0,1673276245946,249798,,inf,inf,inf,TEXT,JointEmbedding,CLIP: youn woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276247324,251176,,inf,inf,inf,TEXT,JointEmbedding,CLIP: youn woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276251038,254890,,2426.0,inf,2426.0,TEXT,JointEmbedding,CLIP: young woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,0,0,1673276252464,256316,,2426.0,inf,2426.0,TEXT,JointEmbedding,CLIP: young woman with long hair and white sweater applying hairspray with lamp on the back,
vbs23-kis-v2,CVHunter,1,0,1673276253243,257095,,inf,inf,inf,BROWSING,SimilarityDetailClose,15983:90,1673276228816
vbs23-kis-v2,CVHunter,0,0,1673276260125,263977,,3239.0,inf,3239.0,IMAGE,feedbackModel,Bayes CLIP 6524:575_12930:2456_9104:10600_10016:4443_15298:650_10684:7828_12725:1819_15010:546_5851:4448_12392:1319_| group:1|11500:665_,
vbs23-kis-v2,CVHunter,1,0,1673276294676,298528,,1865.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, styling, white dress",
vbs23-kis-v2,CVHunter,1,0,1673276296042,299894,,1865.0,inf,inf,TEXT,JointEmbedding,"CLIP: smiling brunete woman with hairspray, styling, white dress",
vbs23-kis-v3,CVHunter,1,0,1673276415755,8884,50227.0,620.0,1107.0,1107.0,TEXT,JointEmbedding,CLIP: woman with mask,
vbs23-kis-v3,CVHunter,1,0,1673276417067,10196,50227.0,620.0,1107.0,1107.0,TEXT,JointEmbedding,CLIP: woman with mask,
vbs23-kis-v3,CVHunter,0,1,1673276419140,12269,50227.0,288.0,368.0,368.0,TEXT,JointEmbedding,CLIP: woman with paper covered face,
vbs23-kis-v3,CVHunter,0,1,1673276420694,13823,50227.0,288.0,368.0,368.0,TEXT,JointEmbedding,CLIP: woman with paper covered face,
vbs23-kis-v3,CVHunter,1,0,1673276432883,26012,50227.0,253.0,4126.0,4126.0,TEXT,JointEmbedding,"CLIP: woman with white mask, operation",
vbs23-kis-v3,CVHunter,1,0,1673276434119,27248,50227.0,253.0,4126.0,4126.0,TEXT,JointEmbedding,"CLIP: woman with white mask, operation",
vbs23-kis-v3,CVHunter,0,1,1673276437797,30926,50227.0,90.0,90.0,90.0,IMAGE,feedbackModel,Bayes CLIP 10158:12150_14076:4818_10158:10358_17037:1069_12353:7109_14281:944_14756:19744_13932:55988_12353:7037_14756:2788_| group:1|10158:12815_3560:1962_2299:4775_,
vbs23-kis-v3,CVHunter,1,0,1673276440082,33211,50227.0,162.0,162.0,162.0,TEXT,JointEmbedding,CLIP: woman with white mask,
vbs23-kis-v3,CVHunter,1,0,1673276441274,34403,50227.0,162.0,162.0,162.0,TEXT,JointEmbedding,CLIP: woman with white mask,
vbs23-kis-v3,CVHunter,0,1,1673276447161,40290,50227.0,6.0,6.0,6.0,TEXT,JointEmbedding,Temporal CLIP: woman with paper covered face > reading magazine,
vbs23-kis-v3,CVHunter,0,1,1673276449254,42383,50227.0,6.0,6.0,6.0,TEXT,JointEmbedding,Temporal CLIP: woman with paper covered face > reading magazine,
vbs23-kis-v3,CVHunter,1,0,1673276455913,49042,50227.0,29.0,157.0,157.0,TEXT,JointEmbedding,CLIP: woman with white cosmetic mask,
vbs23-kis-v3,CVHunter,0,1,1673276456694,49823,50227.0,inf,inf,inf,SUBMIT,,?item=16276&frame=444&session=node0mq1oq40r6jl01v9ijyl85bqtx1254,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v4,CVHunter,1,0,1673277185574,8361,,1841.0,inf,inf,TEXT,JointEmbedding,CLIP: kids in chord,
vbs23-kis-v4,CVHunter,1,0,1673277186952,9739,,1841.0,inf,inf,TEXT,JointEmbedding,CLIP: kids in chord,
vbs23-kis-v4,CVHunter,0,0,1673277191430,14217,,1265.0,4335.0,4335.0,TEXT,JointEmbedding,CLIP: kids clapping,
vbs23-kis-v4,CVHunter,0,0,1673277192876,15663,,1265.0,4335.0,4335.0,TEXT,JointEmbedding,CLIP: kids clapping,
vbs23-kis-v4,CVHunter,0,0,1673277204961,27748,,1263.0,5795.0,5795.0,TEXT,JointEmbedding,CLIP: kids standing clapping like a crocodile,
vbs23-kis-v4,CVHunter,0,0,1673277206667,29454,,1263.0,5795.0,5795.0,TEXT,JointEmbedding,CLIP: kids standing clapping like a crocodile,
vbs23-kis-v4,CVHunter,1,0,1673277208519,31306,,1512.0,2978.0,2978.0,TEXT,JointEmbedding,"CLIP: group of children, clapping",
vbs23-kis-v4,CVHunter,1,0,1673277209705,32492,,1512.0,2978.0,2978.0,TEXT,JointEmbedding,"CLIP: group of children, clapping",
vbs23-kis-v4,CVHunter,0,0,1673277219214,42001,,416.0,inf,inf,TEXT,JointEmbedding,CLIP: kids standing clapping like a crocodile on darker room,
vbs23-kis-v4,CVHunter,0,0,1673277220645,43432,,416.0,inf,inf,TEXT,JointEmbedding,CLIP: kids standing clapping like a crocodile on darker room,
vbs23-kis-v4,CVHunter,1,0,1673277233820,56607,,99.0,299.0,299.0,IMAGE,feedbackModel,Bayes CLIP 3978:2925_11758:3696_8787:2544_2526:10752_3978:1231_5035:3688_14546:10190_8252:3971_14051:6494_5453:22744_| group:1|6464:962_1489:5357_,
vbs23-kis-v4,CVHunter,0,0,1673277234074,56861,,inf,inf,inf,BROWSING,VideoDetailOpen,5718:40624,
vbs23-kis-v4,CVHunter,0,0,1673277242561,65348,,inf,inf,inf,BROWSING,VideoDetailClose,5718:40624,1673277220645.0
vbs23-kis-v4,CVHunter,1,0,1673277255818,78605,,1110.0,1110.0,1110.0,TEXT,JointEmbedding,"CLIP: group of children, clapping, waving",
vbs23-kis-v4,CVHunter,1,0,1673277257225,80012,,1110.0,1110.0,1110.0,TEXT,JointEmbedding,"CLIP: group of children, clapping, waving",
vbs23-kis-v4,CVHunter,0,0,1673277259603,82390,,199.0,7729.0,7729.0,TEXT,JointEmbedding,CLIP: kids standing clapping hands like a crocodile on darker room,
vbs23-kis-v4,CVHunter,0,0,1673277260985,83772,,199.0,7729.0,7729.0,TEXT,JointEmbedding,CLIP: kids standing clapping hands like a crocodile on darker room,
vbs23-kis-v4,CVHunter,1,0,1673277267716,90503,,494.0,494.0,494.0,IMAGE,feedbackModel,Bayes CLIP 3978:2925_14756:24269_8466:13433_2526:10752_15208:26906_6677:12905_16395:3644_355:12088_15833:12040_10294:22615_| group:1|6677:11173_6677:11988_,
vbs23-kis-v4,CVHunter,0,0,1673277272149,94936,,145.0,1927.0,1927.0,IMAGE,feedbackModel,Bayes CLIP 6826:4143_7823:1402_7823:1372_7135:30937_3816:4860_918:1049_6933:8745_488:5323_1020:5736_11818:12003_| group:1|11520:4771_488:492_,
vbs23-kis-v4,CVHunter,0,0,1673277273565,96352,,inf,inf,inf,IMAGE,feedbackModel,Bayes CLIP ,
vbs23-kis-v4,CVHunter,1,0,1673277275332,98119,,1901.0,1901.0,1901.0,TEXT,JointEmbedding,"CLIP: group of children on podium, clapping, waving",
vbs23-kis-v4,CVHunter,1,0,1673277276637,99424,,1901.0,1901.0,1901.0,TEXT,JointEmbedding,"CLIP: group of children on podium, clapping, waving",
vbs23-kis-v4,CVHunter,0,0,1673277276956,99743,,199.0,7729.0,7729.0,TEXT,JointEmbedding,CLIP: kids standing clapping hands like a crocodile on darker room,
vbs23-kis-v4,CVHunter,0,0,1673277283580,106367,,145.0,1927.0,1927.0,IMAGE,feedbackModel,Bayes CLIP 6826:4143_7823:1402_7823:1372_7135:30937_3816:4860_918:1049_6933:8745_488:5323_1020:5736_11818:12003_| group:1|11520:4771_488:492_,
vbs23-kis-v4,CVHunter,1,0,1673277288737,111524,,3789.0,3789.0,3789.0,TEXT,JointEmbedding,"CLIP: group of children on stairs, clapping, waving",
vbs23-kis-v4,CVHunter,1,0,1673277290005,112792,,3789.0,3789.0,3789.0,TEXT,JointEmbedding,"CLIP: group of children on stairs, clapping, waving",
vbs23-kis-v4,CVHunter,1,0,1673277314226,137013,,5478.0,5478.0,5478.0,TEXT,JointEmbedding,"CLIP: group of children on stairs, clapping, singing",
vbs23-kis-v4,CVHunter,1,0,1673277315422,138209,,5478.0,5478.0,5478.0,TEXT,JointEmbedding,"CLIP: group of children on stairs, clapping, singing",
vbs23-kis-v4,CVHunter,1,0,1673277320893,143680,,2464.0,5636.0,5636.0,IMAGE,JointEmbedding,12809:9255 : rows=True,
vbs23-kis-v4,CVHunter,0,0,1673277330639,153426,,1852.0,inf,inf,IMAGE,feedbackModel,Bayes CLIP 11520:4771_16709:2008_9579:84898_3978:3262_7823:1402_7387:6129_3690:10684_9579:61783_9579:31566_9579:64660_| group:1|7387:6279_14263:362_11664:4136_11077:8262_,
vbs23-kis-v4,CVHunter,0,0,1673277375775,198562,,227.0,inf,inf,TEXT,JointEmbedding,CLIP: kindergarden kids clapping hands like a crocodile on darker classroom,
vbs23-kis-v4,CVHunter,1,0,1673277375834,198621,,inf,inf,inf,BROWSING,SimilarityDetailClose,12809:9255,1673277315422
vbs23-kis-v4,CVHunter,0,0,1673277377255,200042,,227.0,inf,inf,TEXT,JointEmbedding,CLIP: kindergarden kids clapping hands like a crocodile on darker classroom,
vbs23-kis-v4,CVHunter,1,0,1673277396592,219379,,1474.0,inf,inf,IMAGE,feedbackModel,Bayes CLIP 6822:20775_12809:9255_9773:3728_12108:2212_11361:6241_12108:2238_8787:5012_12353:12689_11361:6211_4435:7642_| group:1|8787:2431_12809:9158_3658:8152_14478:1554_,
vbs23-kis-v4,CVHunter,0,0,1673277405433,228220,,208.0,inf,inf,TEXT,JointEmbedding,CLIP: kindergarden kids clapping hands like a crocodile on darker classroom with grey floor,
vbs23-kis-v4,CVHunter,0,0,1673277406854,229641,,208.0,inf,inf,TEXT,JointEmbedding,CLIP: kindergarden kids clapping hands like a crocodile on darker classroom with grey floor,
vbs23-kis-v4,CVHunter,1,0,1673277432649,255436,,2349.0,2921.0,2921.0,IMAGE,feedbackModel,Bayes CLIP 14478:1075_14478:828_14478:2755_14478:2630_11905:6436_14478:871_2526:7268_11905:2465_14608:544_12809:8970_| group:1|12809:2902_14263:9669_14478:3042_,
vbs23-kis-v4,CVHunter,1,0,1673277450773,273560,,806.0,inf,inf,IMAGE,JointEmbedding,14478:2806 : rows=True,
vbs23-kis-t7,CVHunter,0,0,1673277569795,38261,66355.0,71.0,74.0,71.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man climbing up the boulder,
vbs23-kis-t7,CVHunter,0,0,1673277572005,40471,66355.0,71.0,74.0,71.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man climbing up the boulder,
vbs23-kis-t7,CVHunter,1,0,1673277573278,41744,66355.0,148.0,2039.0,2039.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt,
vbs23-kis-t7,CVHunter,1,0,1673277574543,43009,66355.0,148.0,2039.0,2039.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt,
vbs23-kis-t7,CVHunter,0,0,1673277581875,50341,66355.0,inf,inf,inf,BROWSING,VideoDetailOpen,11396:8969,
vbs23-kis-t7,CVHunter,1,0,1673277582752,51218,66355.0,2.0,81.0,81.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt climbing,
vbs23-kis-t7,CVHunter,1,0,1673277584134,52600,66355.0,2.0,81.0,81.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt climbing,
vbs23-kis-t7,CVHunter,0,0,1673277584925,53391,66355.0,inf,inf,inf,BROWSING,VideoDetailClose,11396:8969,1673277572005.0
vbs23-kis-t7,CVHunter,1,0,1673277586949,55415,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,14701:5365,
vbs23-kis-t7,CVHunter,1,0,1673277597835,66301,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,14701:5365,
vbs23-kis-t7,CVHunter,1,0,1673277604323,72789,66355.0,inf,inf,inf,BROWSING,VideoDetailOpen,14701:5687,
vbs23-kis-t7,CVHunter,1,0,1673277623393,91859,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,14701:5537,
vbs23-kis-t7,CVHunter,0,0,1673277623938,92404,66355.0,6.0,7.0,6.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man in cyan shirtclimbing up the boulder,
vbs23-kis-t7,CVHunter,0,0,1673277626214,94680,66355.0,6.0,7.0,6.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man in cyan shirtclimbing up the boulder,
vbs23-kis-t7,CVHunter,0,0,1673277631285,99751,66355.0,8.0,9.0,8.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man in cyan shirt climbing up the boulder,
vbs23-kis-t7,CVHunter,1,0,1673277631363,99829,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,14701:5537,
vbs23-kis-t7,CVHunter,1,0,1673277633458,101924,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,14701:2203,
vbs23-kis-t7,CVHunter,1,0,1673277642123,110589,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,14701:2203,
vbs23-kis-t7,CVHunter,0,0,1673277667667,136133,66355.0,1.0,2.0,2.0,IMAGE,feedbackModel,Temporal Bayes CLIP 15103:1444_8008:6312_15103:469_9633:1606_11396:8489_14701:4496_7184:12595_11396:10467_1189:4406_8008:2962_| group:1|14701:5200_14701:5365_,
vbs23-kis-t7,CVHunter,1,0,1673277671555,140021,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,14701:5365,
vbs23-kis-t7,CVHunter,1,0,1673277674013,142479,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,14701:5365,
vbs23-kis-t7,CVHunter,1,0,1673277685722,154188,66355.0,inf,inf,inf,BROWSING,VideoDetailClose,14701:5687,1673277584134
vbs23-kis-t7,CVHunter,0,0,1673277688886,157352,66355.0,2.0,3.0,2.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man in gloves and cyan shirt climbing up the boulder,
vbs23-kis-t7,CVHunter,0,0,1673277691125,159591,66355.0,2.0,3.0,2.0,TEXT,JointEmbedding,Temporal CLIP: view down the boulder with forest in the background > a man in gloves and cyan shirt climbing up the boulder,
vbs23-kis-t7,CVHunter,1,0,1673277694761,163227,66355.0,6.0,447.0,447.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt and gloves climbing,
vbs23-kis-t7,CVHunter,1,0,1673277696376,164842,66355.0,6.0,447.0,447.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt and gloves climbing,
vbs23-kis-t7,CVHunter,1,0,1673277714409,182875,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,2031:36966,
vbs23-kis-t7,CVHunter,1,0,1673277717990,186456,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,2031:36966,
vbs23-kis-t7,CVHunter,1,0,1673277742502,210968,66355.0,inf,inf,inf,BROWSING,DetailWindowOpen,13744:1794,
vbs23-kis-t7,CVHunter,0,0,1673277744599,213065,66355.0,1.0,2.0,1.0,IMAGE,feedbackModel,Temporal Bayes CLIP 15103:1444_14701:4496_9633:1981_8008:6325_15103:531_4230:2975_11396:8721_1189:4008_6058:18622_166:599_| group:2|14701:5365_,
vbs23-kis-t7,CVHunter,1,0,1673277746224,214690,66355.0,inf,inf,inf,BROWSING,DetailWindowClose,13744:1794,
vbs23-kis-t7,CVHunter,1,0,1673277748714,217180,66355.0,140.0,3071.0,233.0,IMAGE,JointEmbedding,13744:1794 : rows=True,
vbs23-kis-t7,CVHunter,1,0,1673277787693,256159,66355.0,inf,inf,inf,BROWSING,SimilarityDetailClose,13744:1794,1673277696376
vbs23-kis-t7,CVHunter,1,0,1673277792473,260939,66355.0,6.0,172.0,172.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt and gloves climbing in sun,
vbs23-kis-t7,CVHunter,1,0,1673277793877,262343,66355.0,6.0,172.0,172.0,TEXT,JointEmbedding,CLIP: bolder with forest and man in blue shirt and gloves climbing in sun,
